tweet_no,count,hate_speech,offensive_language,neither,class,tweet
13938,3,0,3,0,1,omg bitch buy a dildo and stfu
13939,3,0,3,0,1,omg bruh said this bitch look like a female jb smoove lmao httplink
13940,3,0,3,0,1,omg chloe just pulled up to my house like come outside bitch hashtag hella cray
13941,3,0,3,0,1,omg fuck these bitch hashtag
13942,6,1,5,0,1,omg he at it again he the most pathetic spineless no ball having piece of trash on twitter ive ever seen let me go throw up blah
13943,3,0,3,0,1,omg this bitch just said some shit
13944,6,0,5,1,1,omg this bitch wa standing and humming a very deep and annoying tone the whole time she wa at the counter wtf
13945,3,0,0,3,2,omg the cutest little tinker bell ever hashtag httplink httplink
13946,3,2,1,0,0,omg you wont say it to my face stupid as hoe talkin shit imma whoop her as over dramatic teenage girl
13947,3,0,0,3,2,omgggggggggg mila kunis is so fing hot f sarah marshall shes like a bird anorexic
13948,3,0,3,0,1,omm this bitch dumb as fuck
13949,3,0,0,3,2,omoide yokocho shinjuku tokyo japan japhashtag by lost in japan by miguel michhashtag httplink
13950,3,0,3,0,1,on gc i lv dis bitch httplink
13951,3,2,1,0,0,on upenn campus all the black chick here are trash but theyre gonna be paid
13952,6,0,6,0,1,on a handstand rt mention pop pussy in delight
13953,3,0,0,3,2,on a mission to find some zebra cake
13954,3,0,2,1,1,on a scale of  to redneck im watching day of thunder right now hashtag
13955,3,0,3,0,1,on break feeling xxxtra dumb cause i forgot my lunch money like a hoe
13956,3,0,3,0,1,on my own shit jus turned  bitch on dat now you grown shit hashtag
13957,3,0,0,3,2,on the anniversary of  hashtag al qaeda supporter each claim ben laden a their own a a show of their jihadi authenticity hashtag
13958,3,0,1,2,2,on the secret party mission live tweaking to mock fatpo
13959,6,0,6,0,1,on this k online hitting on these niggah hashtag
13960,3,1,2,0,1,on westside im screamin fuck kd bitch
13961,3,1,2,0,1,on westside im screamin fuck kd bitch
13962,3,0,3,0,1,on ya pussy rap sheet it a whole lot of bros
13963,3,0,3,0,1,once againhello hardin county mention everyone know a hoe named ashley hsn
13964,3,0,0,3,2,once the brainwork is done on pacemaker at medical device company they call in the contract tinker toy engineer like sctroll hashtag
13965,3,0,3,0,1,once we break up ion want the pussy nomore rt mention yhashtag really hate mention huh
13966,9,1,8,0,1,once you hate someone everything they do is offensive look at this bitch eating those cracker like she own the damn place
13967,9,0,9,0,1,one big school full of fake bitch
13968,3,1,2,0,1,one day you nigga gone learn when not to fuck an ugly bitch because these pregnancy need to be stopped
13969,3,0,3,0,1,one hoe be fine a fuck and the other one be ugly than a bitch
13970,3,0,0,3,2,one man trash is anothers transformer hashtag httplink
13971,3,1,2,0,1,one man hoe is another man hoe they dont change nigga
13972,3,0,0,3,2,one man trash is another man treasure
13973,3,0,1,2,2,one man trash is another man treasure hashtag
13974,3,0,1,2,2,one more of tonight dog walk sunset aka invisible bird on a wire hashtag hashtag hashtag httplink
13975,3,0,3,0,1,one night stand yall hoe yall aint nothing more
13976,3,0,0,3,2,one of mention best look too rt mention charlie wei couple month ago hanging wnelly httplink
13977,3,0,0,3,2,one of my favorite song there a man on the shoreline with a white parakeet trying to make his bird go home httplink
13978,3,0,3,0,1,one of my nigs hollered at cici ima keep it low key tho on which one it wa lol
13979,3,1,2,0,1,one of the biggest arrest of a hashtag hashtag wa hashtag so why a hashtag gotta act like a hashtag to the hashtag
13980,3,1,2,0,1,one of the best hashtag hashtag of all time is hashtags hashtag anybody seen that hashtag lately i believe he dressed a hashtag
13981,3,0,0,3,2,one of the great treasure of living in san diego is ready access to mexican twinkie made with real sugar and mexican coca cola
13982,3,0,0,3,2,one of the world most prominent jihadi forum just got shut down hashtag httplink
13983,3,0,3,0,1,one room full of bad bitch lmao cant believe im kicking it with my main from myspace hashtag
13984,3,0,3,0,1,one thing i cant stand is texting bitch that got droids
13985,3,0,3,0,1,one thing i hate more than lightskin nigga is a confused bitch like either you go fwm or you gon fw these nigga hashtag
13986,3,0,3,0,1,one thing i love about my relationship is we have an understanding that we dont like cute shit cute is for the bird
13987,3,0,3,0,1,one thing i love about russel wilson he aint a bitch about runnin it
13988,6,0,6,0,1,one thing i never did and thats love a bitch cuz im drillin shit i only love my clique
13989,3,0,2,1,1,one thing about it im a loyal a nicca
13990,3,1,2,0,1,one thing i always tell my lor cousin big cousin my bitch niggah u always gonna be good regardless
13991,3,0,3,0,1,one thing u cant get me to do is trust a bitch
13992,3,0,3,0,1,one time in high school this girl told my friend that he needed proactive so he told her she needed weight watcher hahaha bitch
13993,3,0,3,0,1,one time this girl asked my what my problem wa i instantly replied i love bad bitch hashtag
13994,3,0,1,2,2,only american are degenerate enough to honor their war dead by having a barbecue anyone who grill out for memorial day is trash
13995,3,3,0,0,0,only american would hire white trash with tie to international terrorism a police officer
13996,3,0,0,3,2,only blood can satisfy the hungry flame of rhashtag charlie brown
13997,3,1,2,0,1,only a fuckin hashtag hashtag would think hashtag is about them no hashtag wa a hashtag
13998,3,0,3,0,1,only a broke nigga gonna settle for a broke bitch
13999,3,0,3,0,1,only a hoe would favorite that
14001,6,0,6,0,1,only basic bitch workout at planet fitness
14002,3,0,2,1,1,only bitch talk shit
14003,3,0,3,0,1,only broke bitch steal money
14004,3,1,2,0,1,only faggot pussy put their twitter pic of them and their dog
14005,3,2,1,0,0,only faggot use white ds
14006,4,3,1,0,0,only fag say swag shit mad retarded
14007,3,0,3,0,1,only fat bitch and flat booty hoe today wackkkkk
14008,3,0,3,0,1,only for one reason cause a bitch wont go gay if your name nt smurf i see noone
14009,3,0,3,0,1,only fw bad bitch iont do no mediocre
14010,3,0,3,0,1,only get loud around ya team as bitchhashtag hashtag
14011,3,0,3,0,1,only goofy nigga simp over chick with community pussy
14012,3,1,2,0,1,only hoe cheat
14013,3,0,3,0,1,only hoe get k follower on instagram
14014,3,0,3,0,1,only hoe love me
14015,3,0,1,2,2,only in my hick town can you walk into a national sport bar and get busch light in a can smh
14016,3,0,3,0,1,only keep real bitch in attendance hashtag
14017,3,0,3,0,1,only movie i cant wait to see tansformers if it a fail im going killer ape shit on michael bay
14018,3,0,3,0,1,only negro to keep adding baby fat a they got older
14019,3,0,3,0,1,only niggah on my tl so getting off now
14020,3,0,2,1,1,only ounce and up niggah
14021,3,1,2,0,1,only people not home right now are nurse hoe nigga tryna hit them hoeshashtag
14022,3,3,0,0,0,only retard retweet fuckry
14023,3,0,2,1,1,only the family in my eye n bitch they rite heree
14024,3,0,3,0,1,only the strong survive and that nigga a pussy
14025,3,1,2,0,1,only the strong survive and you nigga is bitch
14026,6,0,6,0,1,only thing that calm me down pussy and some cali tree
14027,3,0,3,0,1,only tweet me if that pussy got superpower
14028,3,1,2,0,1,only we would cut our best tight end and resign a trash nigga who cant make a play to save his life
14029,3,0,3,0,1,only white people use the word cunt todd really is taking over
14030,3,1,2,0,1,only white trash and moron are offended by the hashtag team name hashtag
14031,3,2,0,1,0,only white trash watch football
14032,3,1,2,0,1,only white trash watch hockey
14033,3,3,0,0,0,only white trash would call slant and hindi and moslem their equal
14034,3,2,1,0,0,only word i can understand on hashtag is nigger heavily disappointed in this show aaronmacgruder stuff blow imo
14035,3,0,3,0,1,oomf a hoe she know she a hoe i know she a hoe she wont claim she a hoe so she say she aint a hoe butwe all know you a hoe hoe
14036,3,0,3,0,1,oomf got hella hoe hashtag
14037,3,0,3,0,1,oomf got the hoe
14038,3,0,3,0,1,oomf make my skin itch like ew bitch
14039,3,0,3,0,1,oooow that bitch lace front is lace fucked
14040,3,0,0,3,2,oops i just had a freudian slit
14041,3,0,3,0,1,open her leg then filet mignon that pussy
14042,3,0,3,0,1,open mouf kissing my nig hashtag mention lolsam love him some kissing smh lolhashtag
14043,3,0,3,0,1,open up her leg and filet mignon that pussy
14044,3,0,0,3,2,operation ask redhead resolve charlie brown hashtag
14045,3,0,1,2,2,or dont vote for the cripple amirite bigot mt mention vote hashtag for governor of texas httplink
14046,3,0,0,3,2,or im vibing and they ask to see the aux cord knowing they bout to play some trash hashtag
14047,3,0,3,0,1,or a dumb bitch with no self esteem i cant decide but for now it saint hashtag
14048,3,0,3,0,1,or continue to be a bitch thats cool too
14049,3,1,2,0,1,or faggot rt mention guess he got caught saying nigga
14050,3,0,0,3,2,or get swept in motown lol hashtag hashtag hashtag
14051,3,0,3,0,1,or get they nail done rt mention same hoe brag about nigga they fw got money but cant even get him to fill their tank up
14052,3,0,0,3,2,or pollo
14053,3,0,1,2,2,or she just cant afford winter clothes rt mention summer hoe winter muslimah
14054,3,2,1,0,0,or the teach might get u got rt mention i really hate a disrespectful as bitch in class the professor is talking you stfu bitch
14055,3,0,1,2,2,or their music is trash
14056,3,0,1,2,2,or when youre in my neighborhood rt mention you know youre in the mexcian ghetto when httplink
14057,3,0,3,0,1,or you gotta pay some bill cause pussy aint free ummmm dick aint free neither can you pick this tab up please thank you
14058,3,2,1,0,0,oregon losing in oregon ahhhahahaha faggot
14059,3,0,0,3,2,oreo ice cream sandwich httplink
14060,3,0,0,3,2,oreo shake i want you
14061,3,0,0,3,2,oreo milkshake will forever remind me of mention
14062,3,0,0,3,2,oreo and coffee for brunch i do what i want
14063,3,0,2,1,1,oreo and ho ho put into milk
14064,3,0,0,3,2,oreo are my life
14065,3,0,0,3,2,oriental rug cause im flyer than a dove
14066,3,0,3,0,1,oscar i used to make fun of chacowearing people together but now that theyre on sale for  off this lil bitch want some hashtag
14067,3,0,0,3,2,oscar taveras went yardie in his nd career mlb at bat what a stud
14068,3,0,3,0,1,oscar fuckin roast right now got me hella dying hashtag this bitch hashtag
14069,3,0,1,2,2,other jihadi news hashtag executed hashtag preacher redha lari coz he washashtag extremehashtag hampered reconciliation with nusra with his fatwa
14070,3,0,3,0,1,other then the faggot shit macklemore actually a really good artistbetter than alot of rapper
14071,3,0,3,0,1,otter would make cool pet if they werent such cunt
14072,3,1,0,2,2,our female guinea pig is pregnant hashtag
14073,3,0,3,0,1,our professor said hoe and he said butt hurt what a bos
14074,3,0,0,3,2,out of day care im taking a kitty nap on you hosers
14075,3,0,3,0,1,outside my click it aint another nicca fuccn wit me
14076,3,1,2,0,1,outside with dah fuckin yardie eh
14077,3,0,3,0,1,over bitch trying to act like i own them a picture
14078,3,0,3,0,1,overall this single life is about fun just do that and also get the nude but dont leak em unless youre a faggot
14079,3,0,0,3,2,overripe eggplant are not good eats hashtag
14080,3,0,0,3,2,philosophy existentialism and depth and not trash pop hashtag
14081,3,0,1,2,2,pnd is my jigga man
14082,3,0,0,3,2,pollos a last do pollos estaban dando vueltas en una pollerhashtag mientras los estaban cocinando a last cuando httplink
14083,3,0,1,2,2,psa reduced fat oreo are waxy and dont soften properly when dunked in milk stay away from them theyre unnatural hashtag mention
14084,3,0,1,2,2,paceys just told me about how flash wa touching himself and he wa turning yellow and black hashtag hashtag
14085,3,0,0,3,2,padre yankeeangel fan need to stfu
14086,3,0,3,0,1,paid dis much for da belt i betta crack a bitch
14087,3,0,3,0,1,paige better text a bitch lol
14088,3,0,3,0,1,painting bitch on rooftop bc bitch love rooftop
14089,3,0,0,3,2,palin mock obama on russia rhetorically asks who could have seen this coming the crowd go wild hashtag
14090,3,0,0,3,2,panda express is so trash but i wanted chinese and didnt feel like gettin out the car
14091,3,2,1,0,0,pantera  minute alone httplink mention  minute pussy boyill crush you
14092,3,0,3,0,1,paper over pussy cause pussy bring problem hashtag
14093,3,0,3,0,1,papoose is trash bro mention lol
14094,3,0,3,0,1,pappadeaux bread with the scampi butter rt mention her pussy taste like httplink
14095,3,0,3,0,1,pappadeaux got the best chicken strip i swear i squeeze lemon over them hoe
14096,3,0,1,2,2,parent television council scandal sex scene after charlie brown wa not ok httplink
14097,3,0,3,0,1,parker cannon is lyrically beautiful that bitch come up with the best lyric for his song like fuck man
14098,3,0,0,3,2,parody of jihadi song more effective than asinine muslim should condemn httplink hashtag
14099,3,0,1,2,2,parson trash
14100,6,2,3,1,1,part chink
14101,3,0,3,0,1,party at the house come through bitch
14102,3,0,3,0,1,pas interference you dumb as zebra jerk
14103,3,1,2,0,1,pas them stick bitch
14104,3,0,3,0,1,passing up on mad hoe just to give him what he want
